BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
195707,13,2200,195707,13,2200,,10071021,NEBRASKA,31,1957,July,Thunderstorm Wind,C,121,MERRICK,,7/13/57 22:00,CST,7/13/57 22:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,41.08,-98,,
195707,14,1720,195707,14,1720,,10071022,NEBRASKA,31,1957,July,Hail,C,33,CHEYENNE,,7/14/57 17:20,CST,7/14/57 17:20,0,0,0,0,0,0,,1.5,,,,,0,0,,,,,0,,,0,,,41.08,-103,,
195708,20,2017,195708,20,2017,,10062407,MISSOURI,29,1957,August,Thunderstorm Wind,C,21,BUCHANAN,,8/20/57 20:17,CST,8/20/57 20:17,0,0,0,0,0,0,,53,,,,,0,0,,,,,0,,,0,,,39.78,-94.9,,
195712,18,1220,195712,18,1220,,10062408,MISSOURI,29,1957,December,Thunderstorm Wind,C,127,MARION,,12/18/57 12:20,CST,12/18/57 12:20,0,0,0,0,0,0,,53,,,,,0,0,,,,,0,,,0,,,39.7,-91.4,,
195712,18,1230,195712,18,1230,,10062409,MISSOURI,29,1957,December,Tornado,C,113,LINCOLN,,12/18/57 12:30,CST,12/18/57 12:30,1,0,0,0,25K,0,,0,,,,F1,0.3,100,,,,,0,,,0,,,39,-91.25,,
195712,18,1304,195712,18,1304,,10062410,MISSOURI,29,1957,December,Hail,C,99,JEFFERSON,,12/18/57 13:04,CST,12/18/57 13:04,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,38.28,-90.4,,
195712,18,1325,195712,18,1325,,10062411,MISSOURI,29,1957,December,Hail,C,187,ST. FRANCOIS,,12/18/57 13:25,CST,12/18/57 13:25,0,0,0,0,0,0,,0.75,,,,,0,0,,,,,0,,,0,,,37.78,-90.4,,
195707,14,1720,195707,14,1720,,10071023,NEBRASKA,31,1957,July,Thunderstorm Wind,C,33,CHEYENNE,,7/14/57 17:20,CST,7/14/57 17:20,0,0,0,0,0,0,,55,,,,,0,0,,,,,0,,,0,,,41.08,-103,,
195707,14,1830,195707,14,1830,,10071024,NEBRASKA,31,1957,July,Thunderstorm Wind,C,33,CHEYENNE,,7/14/57 18:30,CST,7/14/57 18:30,0,0,0,0,0,0,,60,,,,,0,0,,,,,0,,,0,,,41.08,-103,,
195707,19,1330,195707,19,1330,,10071025,NEBRASKA,31,1957,July,Tornado,C,141,PLATTE,,7/19/57 13:30,CST,7/19/57 13:30,0,0,0,0,0K,0,,0,,,,F1,0,33,,,,,0,,,0,,,41.38,-97.5,,
195707,19,1700,195707,19,1700,,10071026,NEBRASKA,31,1957,July,Hail,C,81,HAMILTON,,7/19/57 17:00,CST,7/19/57 17:00,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,40.88,-98,,
195707,19,1730,195707,19,1730,,10071027,NEBRASKA,31,1957,July,Tornado,C,81,HAMILTON,,7/19/57 17:30,CST,7/19/57 17:30,0,0,0,0,25K,0,,0,,,,,13.8,33,,,,,0,,,0,,,40.78,-98.07,40.98,-98.07
195707,19,1730,195707,19,1730,,10071028,NEBRASKA,31,1957,July,Tornado,C,81,HAMILTON,,7/19/57 17:30,CST,7/19/57 17:30,0,0,0,0,0K,0,,0,,,,,13.8,33,,,,,0,,,0,,,40.78,-98.07,40.98,-98.07
195707,19,1730,195707,19,1730,,10071029,NEBRASKA,31,1957,July,Tornado,C,81,HAMILTON,,7/19/57 17:30,CST,7/19/57 17:30,0,0,0,0,0K,0,,0,,,,,13.8,33,,,,,0,,,0,,,40.78,-98.07,40.98,-98.07
195707,19,1928,195707,19,1928,,10071030,NEBRASKA,31,1957,July,Thunderstorm Wind,C,29,CHASE,,7/19/57 19:28,CST,7/19/57 19:28,0,0,0,0,0,0,,65,,,,,0,0,,,,,0,,,0,,,40.5,-101.58,,
195708,1,1926,195708,1,1926,,10071031,NEBRASKA,31,1957,August,Thunderstorm Wind,C,45,DAWES,,8/1/57 19:26,CST,8/1/57 19:26,0,0,0,0,0,0,,63,,,,,0,0,,,,,0,,,0,,,42.78,-103.08,,
195708,2,1730,195708,2,1730,,10071032,NEBRASKA,31,1957,August,Thunderstorm Wind,C,121,MERRICK,,8/2/57 17:30,CST,8/2/57 17:30,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,41.08,-98.18,,
195708,15,2200,195708,15,2200,,10071034,NEBRASKA,31,1957,August,Tornado,C,119,MADISON,,8/15/57 22:00,CST,8/15/57 22:00,0,0,0,0,.25K,0,,0,,,,,0,33,,,,,0,,,0,,,41.98,-97.6,,
195708,16,1600,195708,16,1600,,10071035,NEBRASKA,31,1957,August,Tornado,C,129,NUCKOLLS,,8/16/57 16:00,CST,8/16/57 16:00,0,0,0,0,0K,0,,0,,,,,0,33,,,,,0,,,0,,,40.02,-98.08,,
195708,27,1750,195708,27,1750,,10071036,NEBRASKA,31,1957,August,Hail,C,19,BUFFALO,,8/27/57 17:50,CST,8/27/57 17:50,0,0,0,0,0,0,,1.25,,,,,0,0,,,,,0,,,0,,,40.78,-99.18,,
195708,27,1751,195708,27,1751,,10071037,NEBRASKA,31,1957,August,Hail,C,99,KEARNEY,,8/27/57 17:51,CST,8/27/57 17:51,0,0,0,0,0,0,,0.75,,,,,0,0,,,,,0,,,0,,,40.7,-99.08,,
195709,4,1530,195709,4,1530,,10071038,NEBRASKA,31,1957,September,Hail,C,57,DUNDY,,9/4/57 15:30,CST,9/4/57 15:30,0,0,0,0,0,0,,2,,,,,0,0,,,,,0,,,0,,,40.08,-101.78,,
195709,5,2300,195709,5,2300,,10071039,NEBRASKA,31,1957,September,Hail,C,109,LANCASTER,,9/5/57 23:00,CST,9/5/57 23:00,0,0,0,0,0,0,,2,,,,,0,0,,,,,0,,,0,,,40.58,-96.5,,
195709,18,1640,195709,18,1640,,10071040,NEBRASKA,31,1957,September,Hail,C,111,LINCOLN,,9/18/57 16:40,CST,9/18/57 16:40,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,41.08,-100.68,,
195709,18,1640,195709,18,1640,,10071041,NEBRASKA,31,1957,September,Hail,C,111,LINCOLN,,9/18/57 16:40,CST,9/18/57 16:40,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,41.08,-100.68,,
195703,24,1615,195703,24,1615,,10060392,MISSOURI,29,1957,March,Hail,C,217,VERNON,,3/24/57 16:15,CST,3/24/57 16:15,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,37.78,-94.28,,
195704,3,1200,195704,3,1200,,10060393,MISSOURI,29,1957,April,Tornado,C,69,DUNKLIN,,4/3/57 12:00,CST,4/3/57 12:00,0,0,0,0,2.5K,0,,0,,,,F1,1,100,,,,,0,,,0,,,36.13,-90.08,,
195704,3,1245,195704,3,1245,,10060394,MISSOURI,29,1957,April,Thunderstorm Wind,C,69,DUNKLIN,,4/3/57 12:45,CST,4/3/57 12:45,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,36.2,-90.08,,
195704,3,1330,195704,3,1330,,10060395,MISSOURI,29,1957,April,Tornado,C,133,MISSISSIPPI,,4/3/57 13:30,CST,4/3/57 13:30,0,0,0,0,2.5K,0,,0,,,,F0,0.3,10,,,,,0,,,0,,,36.83,-89.4,,
195704,3,1900,195704,3,1900,,10060396,MISSOURI,29,1957,April,Thunderstorm Wind,C,81,HARRISON,,4/3/57 19:00,CST,4/3/57 19:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,40.2,-93.9,,
195706,25,1715,195706,25,1715,,10054311,MINNESOTA,27,1957,June,Tornado,C,107,NORMAN,,6/25/57 17:15,CST,6/25/57 17:15,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,47.35,-96.52,,
195706,25,1900,195706,25,1900,,10054312,MINNESOTA,27,1957,June,Tornado,C,47,FREEBORN,,6/25/57 19:00,CST,6/25/57 19:00,0,0,0,0,.03K,0,,0,,,,F1,0,33,,,,,0,,,0,,,43.67,-93.57,,
195706,27,1700,195706,27,1700,,10054313,MINNESOTA,27,1957,June,Tornado,C,111,OTTER TAIL,,6/27/57 17:00,CST,6/27/57 17:00,0,0,0,0,.03K,0,,0,,,,F1,0,33,,,,,0,,,0,,,46.15,-95.23,,
195706,27,1945,195706,27,1945,,10054314,MINNESOTA,27,1957,June,Tornado,C,67,KANDIYOHI,,6/27/57 19:45,CST,6/27/57 19:45,0,0,0,0,0K,0,,0,,,,F1,0,33,,,,,0,,,0,,,46.43,-95.5,,
195707,1,1600,195707,1,1600,,10054315,MINNESOTA,27,1957,July,Hail,C,23,CHIPPEWA,,7/1/57 16:00,CST,7/1/57 16:00,0,0,0,0,0,0,,3,,,,,0,0,,,,,0,,,0,,,45.08,-95.9,,
195707,3,400,195707,3,400,,10054316,MINNESOTA,27,1957,July,Thunderstorm Wind,C,133,ROCK,,7/3/57 4:00,CST,7/3/57 4:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,43.7,-96.28,,
195707,3,430,195707,3,430,,10054317,MINNESOTA,27,1957,July,Tornado,C,133,ROCK,,7/3/57 4:30,CST,7/3/57 4:30,2,0,0,0,250K,0,,0,,,,F1,0,33,,,,,0,,,0,,,43.65,-96.22,,
195705,10,1800,195705,10,1800,,9986163,CONNECTICUT,9,1957,May,Thunderstorm Wind,C,3,HARTFORD,,5/10/57 18:00,CST,5/10/57 18:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,42,-72.68,,
195704,8,1745,195704,8,1745,,10069853,NEBRASKA,31,1957,April,Tornado,C,161,SHERIDAN,,4/8/57 17:45,CST,4/8/57 17:45,0,0,0,0,250K,0,,0,,,,F2,9.8,880,,,,,0,,,0,,,42.37,-102.35,42.47,-102.2
195704,18,2359,195704,18,2359,,10069854,NEBRASKA,31,1957,April,Tornado,C,161,SHERIDAN,,4/18/57 23:59,CST,4/18/57 23:59,0,0,0,0,2.5K,0,,0,,,,,0,50,,,,,0,,,0,,,42.37,-102.67,,
195704,19,1740,195704,19,1740,,10069855,NEBRASKA,31,1957,April,Tornado,C,87,HITCHCOCK,,4/19/57 17:40,CST,4/19/57 17:40,0,0,0,0,.03K,0,,0,,,,F1,0,33,,,,,0,,,0,,,40.22,-100.85,,
195704,19,1745,195704,19,1745,,10069856,NEBRASKA,31,1957,April,Hail,C,27,CEDAR,,4/19/57 17:45,CST,4/19/57 17:45,0,0,0,0,0,0,,2.75,,,,,0,0,,,,,0,,,0,,,42.7,-97.5,,
195704,19,1900,195704,19,1900,,10069857,NEBRASKA,31,1957,April,Tornado,C,3,ANTELOPE,,4/19/57 19:00,CST,4/19/57 19:00,0,0,0,0,2.5K,0,,0,,,,F1,10.7,50,,,,,0,,,0,,,41.97,-97.92,42.05,-97.73
195704,19,2030,195704,19,2030,,10069858,NEBRASKA,31,1957,April,Tornado,C,119,MADISON,,4/19/57 20:30,CST,4/19/57 20:30,0,0,0,0,.25K,0,,0,,,,F1,2,17,,,,,0,,,0,,,41.98,-97.48,,
195704,19,2030,195704,19,2030,,10069859,NEBRASKA,31,1957,April,Thunderstorm Wind,C,139,PIERCE,,4/19/57 20:30,CST,4/19/57 20:30,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,42.28,-97.4,,
195704,22,1230,195704,22,1230,,10069860,NEBRASKA,31,1957,April,Tornado,C,135,PERKINS,,4/22/57 12:30,CST,4/22/57 12:30,0,0,0,0,.25K,0,,0,,,,,0,33,,,,,0,,,0,,,40.85,-101.72,,
195704,22,1330,195704,22,1330,,10069861,NEBRASKA,31,1957,April,Tornado,C,87,HITCHCOCK,,4/22/57 13:30,CST,4/22/57 13:30,0,0,0,0,.03K,0,,0,,,,,0,33,,,,,0,,,0,,,40.33,-101.08,,
195704,25,1545,195704,25,1545,,10069862,NEBRASKA,31,1957,April,Hail,C,111,LINCOLN,,4/25/57 15:45,CST,4/25/57 15:45,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,41.08,-100.78,,
195704,25,1610,195704,25,1610,,10069863,NEBRASKA,31,1957,April,Hail,C,1,ADAMS,,4/25/57 16:10,CST,4/25/57 16:10,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,40.58,-98.4,,
195711,14,1330,195711,14,1330,,10049886,MISSISSIPPI,28,1957,November,Tornado,C,97,MONTGOMERY,,11/14/57 13:30,CST,11/14/57 13:30,0,0,0,0,25K,0,,0,,,,F3,7.8,100,,,,,0,,,0,,,33.45,-89.57,33.45,-89.43
195711,15,1530,195711,15,1530,,10049887,MISSISSIPPI,28,1957,November,Thunderstorm Wind,C,43,GRENADA,,11/15/57 15:30,CST,11/15/57 15:30,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,33.78,-89.78,,
195707,6,1823,195707,6,1823,,9990163,CALIFORNIA,6,1957,July,Thunderstorm Wind,C,39,MADERA,,7/6/57 18:23,CST,7/6/57 18:23,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,37.08,-120.18,,
195707,6,1900,195707,6,1900,,9990164,CALIFORNIA,6,1957,July,Thunderstorm Wind,C,47,MERCED,,7/6/57 19:00,CST,7/6/57 19:00,0,0,0,0,0,0,,70,,,,,0,0,,,,,0,,,0,,,37.2,-120.3,,
195708,13,2200,195708,13,2200,,9990165,CALIFORNIA,6,1957,August,Thunderstorm Wind,C,71,SAN BERNARDINO,,8/13/57 22:00,CST,8/13/57 22:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,34.78,-114.6,,
195708,19,300,195708,19,300,,9990166,CALIFORNIA,6,1957,August,Thunderstorm Wind,C,25,IMPERIAL,,8/19/57 3:00,CST,8/19/57 3:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,32.88,-115.3,,
195709,6,1600,195709,6,1600,,9990167,CALIFORNIA,6,1957,September,Thunderstorm Wind,C,71,SAN BERNARDINO,,9/6/57 16:00,CST,9/6/57 16:00,0,0,0,0,0,0,,53,,,,,0,0,,,,,0,,,0,,,34.78,-116,,
195709,30,1600,195709,30,1600,,9990168,CALIFORNIA,6,1957,September,Hail,C,35,LASSEN,,9/30/57 16:00,CST,9/30/57 16:00,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,40.38,-120.58,,
195705,21,1606,195705,21,1606,,10061493,MISSOURI,29,1957,May,Hail,C,221,WASHINGTON,,5/21/57 16:06,CST,5/21/57 16:06,0,0,0,0,0,0,,1.5,,,,,0,0,,,,,0,,,0,,,38,-90.78,,
195705,21,1615,195705,21,1615,,10061494,MISSOURI,29,1957,May,Tornado,C,187,ST. FRANCOIS,,5/21/57 16:15,CST,5/21/57 16:15,0,0,0,0,25M,0,,0,,,,F3,1.3,400,,,,,0,,,0,,,37.85,-90.65,37.87,-90.62
195705,21,1625,195705,21,1625,,10061495,MISSOURI,29,1957,May,Tornado,C,187,ST. FRANCOIS,,5/21/57 16:25,CST,5/21/57 16:25,49,0,8,0,25M,0,,0,,,,F3,5.4,400,,,,,0,,,0,,,37.87,-90.62,37.88,-90.52
195705,21,1645,195705,21,1645,,10061496,MISSOURI,29,1957,May,Thunderstorm Wind,C,17,BOLLINGER,,5/21/57 16:45,CST,5/21/57 16:45,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,37.28,-90,,
195705,21,1700,195705,21,1700,,10061497,MISSOURI,29,1957,May,Tornado,C,31,CAPE GIRARDEAU,,5/21/57 17:00,CST,5/21/57 17:00,0,0,0,0,25K,0,,0,,,,F2,5.1,500,,,,,0,,,0,,,37.38,-89.83,37.42,-89.75
195705,21,1730,195705,21,1730,,10061498,MISSOURI,29,1957,May,Tornado,C,111,LEWIS,,5/21/57 17:30,CST,5/21/57 17:30,0,0,0,0,250K,0,,0,,,,F2,3.8,400,,,,,0,,,0,,,40.08,-91.78,40.12,-91.72
195705,21,1736,195705,21,1736,,10061499,MISSOURI,29,1957,May,Tornado,C,111,LEWIS,,5/21/57 17:36,CST,5/21/57 17:36,2,0,0,0,250K,0,,0,,,,F2,3.6,400,,,,,0,,,0,,,40.12,-91.72,40.15,-91.65
195705,21,2300,195705,21,2300,,10061500,MISSOURI,29,1957,May,Thunderstorm Wind,C,155,PEMISCOT,,5/21/57 23:00,CST,5/21/57 23:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,36.38,-89.68,,
195705,21,2345,195705,21,2345,,10061501,MISSOURI,29,1957,May,Tornado,C,69,DUNKLIN,,5/21/57 23:45,CST,5/21/57 23:45,0,0,0,0,25K,0,,0,,,,F1,18.5,33,,,,,0,,,0,,,36.05,-90.27,36.17,-89.97
195705,21,2345,195705,21,2345,,10061502,MISSOURI,29,1957,May,Tornado,C,69,DUNKLIN,,5/21/57 23:45,CST,5/21/57 23:45,0,0,0,0,2.5K,0,,0,,,,F1,0.1,10,,,,,0,,,0,,,36.23,-90.07,,
195705,22,1042,195705,22,1042,,10061504,MISSOURI,29,1957,May,Thunderstorm Wind,C,11,BARTON,,5/22/57 10:42,CST,5/22/57 10:42,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,37.5,-94.28,,
195705,22,1100,195705,22,1100,,10061505,MISSOURI,29,1957,May,Thunderstorm Wind,C,9,BARRY,,5/22/57 11:00,CST,5/22/57 11:00,0,0,0,0,0,0,,73,,,,,0,0,,,,,0,,,0,,,36.88,-93.9,,
195705,22,1200,195705,22,1200,,10061506,MISSOURI,29,1957,May,Thunderstorm Wind,C,9,BARRY,,5/22/57 12:00,CST,5/22/57 12:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,36.78,-93.9,,
195705,22,1200,195705,22,1200,,10061507,MISSOURI,29,1957,May,Thunderstorm Wind,C,225,WEBSTER,,5/22/57 12:00,CST,5/22/57 12:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,37.28,-92.9,,
195705,22,1245,195705,22,1245,,10061508,MISSOURI,29,1957,May,Thunderstorm Wind,C,131,MILLER,,5/22/57 12:45,CST,5/22/57 12:45,0,0,0,0,0,0,,53,,,,,0,0,,,,,0,,,0,,,38.2,-92.58,,
195705,22,1320,195705,22,1320,,10061509,MISSOURI,29,1957,May,Thunderstorm Wind,C,215,TEXAS,,5/22/57 13:20,CST,5/22/57 13:20,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,37.2,-92,,
195705,22,1425,195705,22,1425,,10061510,MISSOURI,29,1957,May,Thunderstorm Wind,C,189,ST. LOUIS,,5/22/57 14:25,CST,5/22/57 14:25,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,38.78,-90.5,,
195705,22,1430,195705,22,1430,,10061511,MISSOURI,29,1957,May,Tornado,C,221,WASHINGTON,,5/22/57 14:30,CST,5/22/57 14:30,0,0,0,0,25K,0,,0,,,,F1,8,100,,,,,0,,,0,,,37.75,-90.8,37.8,-90.67
195705,22,1455,195705,22,1455,,10061512,MISSOURI,29,1957,May,Thunderstorm Wind,C,113,LINCOLN,,5/22/57 14:55,CST,5/22/57 14:55,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,39,-91,,
195705,22,1530,195705,22,1530,,10061513,MISSOURI,29,1957,May,Tornado,C,189,ST. LOUIS,,5/22/57 15:30,CST,5/22/57 15:30,0,0,0,0,25K,0,,0,,,,F1,4.1,33,,,,,0,,,0,,,38.52,-90.4,38.55,-90.33
195705,22,2355,195705,22,2355,,10061514,MISSOURI,29,1957,May,Tornado,C,133,MISSISSIPPI,,5/22/57 23:55,CST,5/22/57 23:55,0,0,0,0,25K,0,,0,,,,F2,0.4,33,,,,,0,,,0,,,36.65,-89.2,,
195705,24,2030,195705,24,2030,,10061515,MISSOURI,29,1957,May,Thunderstorm Wind,C,97,JASPER,,5/24/57 20:30,CST,5/24/57 20:30,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,37.2,-94.5,,
195706,15,2015,195706,15,2015,,10070766,NEBRASKA,31,1957,June,Tornado,C,159,SEWARD,,6/15/57 20:15,CST,6/15/57 20:15,0,0,0,0,25K,0,,0,,,,F2,13.2,33,,,,,0,,,0,,,40.78,-97.23,40.93,-97.07
195706,15,2030,195706,15,2030,,10070767,NEBRASKA,31,1957,June,Hail,C,121,MERRICK,,6/15/57 20:30,CST,6/15/57 20:30,0,0,0,0,0,0,,0.75,,,,,0,0,,,,,0,,,0,,,41.08,-98,,
195706,15,2030,195706,15,2030,,10070768,NEBRASKA,31,1957,June,Thunderstorm Wind,C,121,MERRICK,,6/15/57 20:30,CST,6/15/57 20:30,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,41.08,-98,,
195706,28,1630,195706,28,1630,,10078065,NORTH CAROLINA,37,1957,June,Thunderstorm Wind,C,37,CHATHAM,,6/28/57 16:30,CST,6/28/57 16:30,0,0,0,0,0,0,,57,,,,,0,0,,,,,0,,,0,,,35.7,-79.5,,
195706,28,1630,195706,28,1630,,10078066,NORTH CAROLINA,37,1957,June,Thunderstorm Wind,C,155,ROBESON,,6/28/57 16:30,CST,6/28/57 16:30,0,0,0,0,0,0,,58,,,,,0,0,,,,,0,,,0,,,34.78,-79.18,,
195706,28,1655,195706,28,1655,,10078067,NORTH CAROLINA,37,1957,June,Thunderstorm Wind,C,165,SCOTLAND,,6/28/57 16:55,CST,6/28/57 16:55,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,34.78,-79.4,,
195707,5,1400,195707,5,1400,,10078068,NORTH CAROLINA,37,1957,July,Thunderstorm Wind,C,25,CABARRUS,,7/5/57 14:00,CST,7/5/57 14:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.38,-80.58,,
195707,15,1500,195707,15,1500,,10078069,NORTH CAROLINA,37,1957,July,Thunderstorm Wind,C,35,CATAWBA,,7/15/57 15:00,CST,7/15/57 15:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.7,-81.18,,
195707,17,1400,195707,17,1400,,10078070,NORTH CAROLINA,37,1957,July,Thunderstorm Wind,C,81,GUILFORD,,7/17/57 14:00,CST,7/17/57 14:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,36.08,-79.9,,
195711,17,1215,195711,17,1215,,10048759,MISSISSIPPI,28,1957,November,Tornado,C,103,NOXUBEE,,11/17/57 12:15,CST,11/17/57 12:15,2,0,2,0,250K,0,,0,,,,F2,12.9,70,,,,,0,,,0,,,33.12,-88.65,33.28,-88.55
195711,17,1240,195711,17,1240,,10048760,MISSISSIPPI,28,1957,November,Tornado,C,87,LOWNDES,,11/17/57 12:40,CST,11/17/57 12:40,0,0,0,0,250K,0,,0,,,,F2,1.9,70,,,,,0,,,0,,,33.28,-88.55,33.3,-88.53
195707,3,600,195707,3,600,,10054318,MINNESOTA,27,1957,July,Thunderstorm Wind,C,133,ROCK,,7/3/57 6:00,CST,7/3/57 6:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,43.7,-96.18,,
195707,6,1900,195707,6,1900,,10054319,MINNESOTA,27,1957,July,Hail,C,119,POLK,,7/6/57 19:00,CST,7/6/57 19:00,0,0,0,0,0,0,,3.5,,,,,0,0,,,,,0,,,0,,,47.78,-96.58,,
195707,6,2000,195707,6,2000,,10054320,MINNESOTA,27,1957,July,Hail,C,119,POLK,,7/6/57 20:00,CST,7/6/57 20:00,0,0,0,0,0,0,,3,,,,,0,0,,,,,0,,,0,,,47.88,-96.28,,
195707,6,2000,195707,6,2000,,10054321,MINNESOTA,27,1957,July,Hail,C,89,MARSHALL,,7/6/57 20:00,CST,7/6/57 20:00,0,0,0,0,0,0,,2.75,,,,,0,0,,,,,0,,,0,,,48.2,-96.58,,
195707,23,1600,195707,23,1600,,10078071,NORTH CAROLINA,37,1957,July,Thunderstorm Wind,C,1,ALAMANCE,,7/23/57 16:00,CST,7/23/57 16:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,36.08,-79.4,,
195708,4,1300,195708,4,1300,,10078072,NORTH CAROLINA,37,1957,August,Thunderstorm Wind,C,159,ROWAN,,8/4/57 13:00,CST,8/4/57 13:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.58,-80.5,,
195708,12,1215,195708,12,1215,,10078073,NORTH CAROLINA,37,1957,August,Hail,C,129,NEW HANOVER,,8/12/57 12:15,CST,8/12/57 12:15,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,34.28,-77.9,,
195708,12,1215,195708,12,1215,,10078074,NORTH CAROLINA,37,1957,August,Thunderstorm Wind,C,129,NEW HANOVER,,8/12/57 12:15,CST,8/12/57 12:15,0,0,0,0,0,0,,61,,,,,0,0,,,,,0,,,0,,,34.28,-77.9,,
195709,6,1400,195709,6,1400,,10078075,NORTH CAROLINA,37,1957,September,Thunderstorm Wind,C,191,WAYNE,,9/6/57 14:00,CST,9/6/57 14:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.28,-78,,
195709,6,1730,195709,6,1730,,10078076,NORTH CAROLINA,37,1957,September,Thunderstorm Wind,C,23,BURKE,,9/6/57 17:30,CST,9/6/57 17:30,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.7,-81.58,,
195711,8,1500,195711,8,1500,,10078077,NORTH CAROLINA,37,1957,November,Thunderstorm Wind,C,63,DURHAM,,11/8/57 15:00,CST,11/8/57 15:00,0,0,0,0,0,0,,65,,,,,0,0,,,,,0,,,0,,,35.88,-78.78,,
195711,8,1730,195711,8,1730,,10078078,NORTH CAROLINA,37,1957,November,Tornado,C,195,WILSON,,11/8/57 17:30,CST,11/8/57 17:30,1,0,0,0,250K,0,,0,,,,F3,5.1,150,,,,,0,,,0,,,35.7,-77.75,35.73,-77.67
195711,8,1830,195711,8,1830,,10078080,NORTH CAROLINA,37,1957,November,Tornado,C,15,BERTIE,,11/8/57 18:30,CST,11/8/57 18:30,1,0,0,0,250K,0,,0,,,,F3,19.7,150,,,,,0,,,0,,,35.85,-77.3,36,-77
195704,25,1900,195704,25,1900,,10069867,NEBRASKA,31,1957,April,Hail,C,59,FILLMORE,,4/25/57 19:00,CST,4/25/57 19:00,0,0,0,0,0,0,,2,,,,,0,0,,,,,0,,,0,,,40.58,-97.58,,
195704,25,1915,195704,25,1915,,10069868,NEBRASKA,31,1957,April,Tornado,C,109,LANCASTER,,4/25/57 19:15,CST,4/25/57 19:15,0,0,0,0,2.5M,0,,0,,,,F4,51.7,333,,,,,0,,,0,,,40.82,-96.9,41.18,-96.03
195704,25,1930,195704,25,1930,,10069869,NEBRASKA,31,1957,April,Hail,C,185,YORK,,4/25/57 19:30,CST,4/25/57 19:30,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,40.88,-97.58,,
